first_name,last_name,year,place,county,collection,transcript_url
John,Glen,1592,Glasgow,Lanarkshire,Incorporation Of Weavers Of Glasgow Past Deacons,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F1033674
John,Glen,1596,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026023
Patrick,Glen,1585,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026021
Thomas,Glen,1580,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026020
James,Glencairn,1582-83,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026097
John,Gordon,1578,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026241
John,Govan,1596,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026317
William,Govan,1596,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026316
John,Govand,1589,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026345
John,Gowane,1578,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026390
John,Graham,1580,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026591
John,Graham,1583,Glasgow,Lanarkshire,List Of Provosts And Lords Provost Of Glasgow From 1450 To 1952,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F1033793
Robert,Graham,1584-85,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026592
John,Grahame,1583,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026718
William,Grahameslaw,1576-77,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026726
Andrew,Gray,1589,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026962
Archibald,Gray,1574,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026952
David,Gray,1583-84,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026959
George,Gray,1582-83,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026958
James,Gray,1575-76,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026955
James,Gray,1581,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026957
John,Gray,1579,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026956
John,Gray,1589,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026961
Malcolm,Gray,1596-97,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026963
Robert,Gray,1574,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026953
Walter,Gray,1574,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026954
William,Gray,1585,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0026960
Allan,Greenleis,1582-83,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027086
James,Greenleis,1582-83,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027085
John,Greynleis,1579,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027159
Robert,Greynleis,1574,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027158
Thomas,Gylmor,1595,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027297
James,Hall,1595,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027391
James,Hall,1595,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027390
John,Hall,1590,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027389
William,Hall,1579,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027388
Alexander,Hamilton,1596,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027662
Charles,Hamilton,1599,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027667
Gavin,Hamilton,1578,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027658
Gavin,Hamilton,1595,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027661
James,Hamilton,1575,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027654
James,Hamilton,1589-90,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027660
John,Hamilton,1576-77,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027657
John,Hamilton,1588,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027659
John,Hamilton,1597,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027664
John,Hamilton,1599,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027665
Robert,Hamilton,1576,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027656
Steyne,Hamilton,1575-76,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027655
Steyne,Hamilton,1599,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027666
Thomas,Hamilton,1596,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027663
David,Hamiltoune,1595,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027856
Thomas,Hannaye,1575-76,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0027899
James,Harvie,1581,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028056
William,Harvy,1577,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028069
Alexander,Hay,1577,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028192
Andrew,Hay,1595,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028116
David,Hay,1598-99,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028193
John,Hay,1595,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028115
Alexander,Haye,1596,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028227
Gavin,Hepburn,1596,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028482
—,Herbertson,1589-90,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028517
Archibald,Herbertson,1595-96,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028518
George,Herbertson,1596,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028519
John,Herbertson,1585,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028516
Robert,Herbertson,1578,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028514
Robert,Herbertson,1583,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028515
Allan,Herbertsoun,1579,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028547
William,Hereot,1581,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028555
Archibald,Hereott,1594,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028557
Andrew,Heriot,1576,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028563
John,Heriot,1576,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028562
Michael,Hervie,1583,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028608
James,Hervy,1580,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028611
John,Heslet,1575,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028612
Steyne,Hill,1576,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028697
John,Hodge,1599,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028763
William,Hogiszarde,1596,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028843
John,Hornar,1576-77,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0028995
John,Houstoune,1599,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029083
David,Howie,1583,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029129
Thomas,Howie,1584,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029130
Ninian,Hutchesoun,1583,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029362
John,Hutner,1595,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029418
John,Hutton,1599,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029425
—,Ilis,1579,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029441
Gilbert,Inglis,1584-85,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029476
Gilbert,Inglis,1596,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029477
Andrew,Jak,1581,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029719
William,Jakis,1577,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029720
John,Jamesoun,1579,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029735
James,Jamesoune,1596,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029741
Robert,Jamesoune,1598,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029742
John,Jamieson,1588-89,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029791
John,Jape,1584,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029822
John,Jeinkein,1584,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029852
Wilson,John,1586,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029868
Robert,Johnson,1574,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029877
Thomas,Johnston,1584,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0029943
James,Johnstone Alias Schellis,1595-96,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030028
Robert,Johnstoun,1583,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030031
James,King,1596,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030481
James,King,1596,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030482
Robert,King,1584,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030479
Walter,King,1595,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030480
William,Kinloch,1594-95,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030540
Allan,Kirkland,1576,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030613
Richard,Kirkland,1595,Glasgow,Lanarkshire,Incorporation Of Weavers Of Glasgow Past Deacons,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F1034516
Richard,Kirkland,1597,Glasgow,Lanarkshire,Incorporation Of Weavers Of Glasgow Past Deacons,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F1034517
Richard,Kirkland,1598,Glasgow,Lanarkshire,Incorporation Of Weavers Of Glasgow Past Deacons,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F1034518
Richard,Kirkland,1599,Glasgow,Lanarkshire,Incorporation Of Weavers Of Glasgow Past Deacons,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F1034519
William,Kirkland,1588,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030614
George,Kirklane,1599,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030637
John,Kirkuod,1577,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030643
John,Kirkwood,1575,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030660
John,Kirkwood,1590,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030661
James,Kneland,1582,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030690
John,Kneland,1583-84,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030691
Thomas,Kneland,1582,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030689
William,Kneland,1574,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030688
Adam,Knok,1599,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030702
J S,Knox,—,Glasgow,Lanarkshire,"Incorporation Of Wrights, Glasgow, 1900",https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0054989
Marcus,Knox,1585,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030724
John,Kyle,1588,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030765
Robert,Laing,1598-99,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030792
George,Lamb,—,Glasgow,Lanarkshire,"Incorporation Of Wrights, Glasgow, 1900",https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0055052
John,Landles,1583,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030846
Andrew,Lang,1577,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030907
George,Lang,1585,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030909
Walter,Lang,1585,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030908
Robert,Lanrig,1584,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0030991
James,Law,1581,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031054
James,Law,1599,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031056
John,Law,1574,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031053
Thomas,Law,1599,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031055
George,Layng,1578,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031149
Andrew,Lecky,1578-79,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031216
John,Legait,1575,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031253
Archibald,Legate,1574,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031266
Duncan,Leiche,1596,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031271
James,Leicheman,1596,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031272
John,Leitch,1599,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031309
John,Lekprewik,1578,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031336
Lekprivik,Lekprivik,1594,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031338
James,Lennix,1575,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031339
Esme,Lennox,1581,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031340
Robert,Lennox,1578,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031342
Archibald,Lenzies,1574,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031375
Alexander,Leuingstoun,1584,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031429
William,Leuingstoun,1584,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031428
William,Leuingstoun,1584,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031427
Patrick,Levenox,1598-99,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031432
William,Leyss,1580-81,Glasgow,Lanarkshire,Burgesses & Guild Brethren Of Glasgow 1573-1750,https://www.findmypast.co.uk/transcript?id=SCOT%2FBURGESS%2F0031445
